(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "iso25")
0.231566	0.0952973
0.223314	0.132387
0.214975	0.125383
0.206598	0.116917
0.198189	0.0973186
0.189756	0.0789989
0.181302	0.0593783
0.172834	0.043804
0.164356	0.0301446
0.155874	0.0194868
0.147395	0.00967965
0.138926	-0.000137471
0.130481	-0.0119297
0.122073	-0.026132
0.113713	-0.0439794
0.105382	-0.064319
0.0970581	-0.0883398
0.088687	-0.0937724
0.0848799	-0.123386
0.0810577	-0.29816
0.0772571	0.00928869
0.0750838	0.638636
0.0761595	0.688396
0.0782429	0.356667
0.0808636	0.0258255
0.0838016	-0.216264
0.0869449	-0.429731
0.0948204	-0.708331
0.103158	-0.983901
0.111771	-1.15211
0.120556	-1.23506
0.231566	0.0952973
0.231574	0.055588
0.231581	0.054761
0.231589	0.0543795
0.231596	0.054205
0.231604	0.0540329
0.231611	0.0537648
0.231618	0.0533528
0.231626	0.0531154
0.231632	-0.0725558
0.231632	-0.0725558
0.223857	-0.173403
0.215637	-0.185297
0.207261	-0.258976
0.198818	-0.308039
0.190331	-0.38411
0.181797	-0.468473
0.17322	-0.572114
0.164587	-0.692796
0.155905	-0.838141
0.147149	-1.01326
0.138323	-1.17429
0.129434	-1.25006
0.120556	-1.23506
)
